vgs ,M0.m1:vds (V),M0.m1:gm (s),M0.m1:gds (s),M0.m1:cgg (F),M0.m1:cgs (F),M0.m1:vth (V),M0.m1:id (A)
479.0E-3,400.0E-3,449.8E-9,893.2E-12,15.37E-15,-2.353E-15,743.7E-3,18.42E-9
480.0E-3,400.0E-3,460.6E-9,915.2E-12,15.37E-15,-2.356E-15,743.7E-3,18.87E-9
481.0E-3,400.0E-3,471.6E-9,937.8E-12,15.37E-15,-2.358E-15,743.7E-3,19.34E-9
482.0E-3,400.0E-3,483.0E-9,960.8E-12,15.37E-15,-2.360E-15,743.7E-3,19.82E-9
483.0E-3,400.0E-3,494.5E-9,984.4E-12,15.36E-15,-2.363E-15,743.7E-3,20.30E-9
484.0E-3,400.0E-3,506.4E-9,1.009E-9,15.36E-15,-2.365E-15,743.7E-3,20.80E-9
485.0E-3,400.0E-3,518.5E-9,1.033E-9,15.36E-15,-2.367E-15,743.7E-3,21.32E-9
486.0E-3,400.0E-3,530.9E-9,1.059E-9,15.36E-15,-2.370E-15,743.7E-3,21.84E-9
487.0E-3,400.0E-3,543.5E-9,1.085E-9,15.36E-15,-2.372E-15,743.7E-3,22.38E-9
488.0E-3,400.0E-3,556.5E-9,1.111E-9,15.36E-15,-2.375E-15,743.7E-3,22.93E-9
489.0E-3,400.0E-3,569.7E-9,1.138E-9,15.36E-15,-2.377E-15,743.7E-3,23.49E-9
490.0E-3,400.0E-3,583.3E-9,1.166E-9,15.36E-15,-2.380E-15,743.7E-3,24.07E-9
491.0E-3,400.0E-3,597.2E-9,1.195E-9,15.35E-15,-2.383E-15,743.7E-3,24.66E-9
492.0E-3,400.0E-3,611.3E-9,1.224E-9,15.35E-15,-2.385E-15,743.7E-3,25.26E-9
493.0E-3,400.0E-3,625.8E-9,1.253E-9,15.35E-15,-2.388E-15,743.7E-3,25.88E-9
494.0E-3,400.0E-3,640.6E-9,1.284E-9,15.35E-15,-2.391E-15,743.7E-3,26.51E-9
495.0E-3,400.0E-3,655.8E-9,1.315E-9,15.35E-15,-2.394E-15,743.7E-3,27.16E-9
496.0E-3,400.0E-3,671.3E-9,1.347E-9,15.35E-15,-2.396E-15,743.7E-3,27.83E-9
497.0E-3,400.0E-3,687.1E-9,1.380E-9,15.35E-15,-2.399E-15,743.7E-3,28.51E-9
498.0E-3,400.0E-3,703.3E-9,1.413E-9,15.35E-15,-2.402E-15,743.7E-3,29.20E-9
499.0E-3,400.0E-3,719.9E-9,1.448E-9,15.35E-15,-2.405E-15,743.7E-3,29.91E-9
500.0E-3,400.0E-3,736.8E-9,1.483E-9,15.35E-15,-2.408E-15,743.7E-3,30.64E-9
501.0E-3,400.0E-3,754.1E-9,1.519E-9,15.34E-15,-2.411E-15,743.7E-3,31.39E-9
502.0E-3,400.0E-3,771.8E-9,1.555E-9,15.34E-15,-2.414E-15,743.7E-3,32.15E-9
503.0E-3,400.0E-3,789.9E-9,1.593E-9,15.34E-15,-2.417E-15,743.7E-3,32.93E-9
504.0E-3,400.0E-3,808.4E-9,1.631E-9,15.34E-15,-2.421E-15,743.7E-3,33.73E-9
505.0E-3,400.0E-3,827.3E-9,1.670E-9,15.34E-15,-2.424E-15,743.7E-3,34.55E-9
506.0E-3,400.0E-3,846.6E-9,1.711E-9,15.34E-15,-2.427E-15,743.7E-3,35.38E-9
507.0E-3,400.0E-3,866.4E-9,1.752E-9,15.34E-15,-2.430E-15,743.7E-3,36.24E-9
508.0E-3,400.0E-3,886.6E-9,1.794E-9,15.34E-15,-2.434E-15,743.7E-3,37.12E-9
509.0E-3,400.0E-3,907.2E-9,1.837E-9,15.34E-15,-2.437E-15,743.7E-3,38.01E-9
510.0E-3,400.0E-3,928.3E-9,1.881E-9,15.34E-15,-2.441E-15,743.7E-3,38.93E-9
511.0E-3,400.0E-3,949.8E-9,1.926E-9,15.34E-15,-2.444E-15,743.7E-3,39.87E-9
512.0E-3,400.0E-3,971.8E-9,1.972E-9,15.34E-15,-2.448E-15,743.7E-3,40.83E-9
513.0E-3,400.0E-3,994.3E-9,2.019E-9,15.34E-15,-2.451E-15,743.7E-3,41.81E-9
514.0E-3,400.0E-3,1.017E-6,2.067E-9,15.34E-15,-2.455E-15,743.7E-3,42.82E-9
515.0E-3,400.0E-3,1.041E-6,2.117E-9,15.34E-15,-2.459E-15,743.7E-3,43.85E-9
516.0E-3,400.0E-3,1.065E-6,2.167E-9,15.34E-15,-2.463E-15,743.7E-3,44.90E-9
517.0E-3,400.0E-3,1.089E-6,2.219E-9,15.34E-15,-2.466E-15,743.7E-3,45.98E-9
518.0E-3,400.0E-3,1.114E-6,2.271E-9,15.34E-15,-2.470E-15,743.7E-3,47.08E-9
519.0E-3,400.0E-3,1.140E-6,2.325E-9,15.34E-15,-2.474E-15,743.7E-3,48.21E-9
520.0E-3,400.0E-3,1.166E-6,2.380E-9,15.34E-15,-2.478E-15,743.7E-3,49.36E-9
521.0E-3,400.0E-3,1.193E-6,2.437E-9,15.34E-15,-2.482E-15,743.7E-3,50.54E-9
522.0E-3,400.0E-3,1.220E-6,2.494E-9,15.34E-15,-2.487E-15,743.7E-3,51.75E-9
523.0E-3,400.0E-3,1.248E-6,2.553E-9,15.34E-15,-2.491E-15,743.7E-3,52.98E-9
524.0E-3,400.0E-3,1.276E-6,2.613E-9,15.34E-15,-2.495E-15,743.7E-3,54.24E-9
525.0E-3,400.0E-3,1.305E-6,2.675E-9,15.34E-15,-2.499E-15,743.7E-3,55.53E-9
526.0E-3,400.0E-3,1.335E-6,2.738E-9,15.34E-15,-2.504E-15,743.7E-3,56.85E-9
527.0E-3,400.0E-3,1.365E-6,2.802E-9,15.34E-15,-2.508E-15,743.7E-3,58.20E-9
528.0E-3,400.0E-3,1.396E-6,2.868E-9,15.34E-15,-2.513E-15,743.7E-3,59.58E-9
529.0E-3,400.0E-3,1.428E-6,2.935E-9,15.34E-15,-2.518E-15,743.7E-3,60.99E-9
530.0E-3,400.0E-3,1.460E-6,3.004E-9,15.34E-15,-2.522E-15,743.7E-3,62.44E-9
531.0E-3,400.0E-3,1.493E-6,3.074E-9,15.34E-15,-2.527E-15,743.7E-3,63.91E-9
532.0E-3,400.0E-3,1.527E-6,3.146E-9,15.34E-15,-2.532E-15,743.7E-3,65.42E-9
533.0E-3,400.0E-3,1.561E-6,3.219E-9,15.34E-15,-2.537E-15,743.7E-3,66.97E-9
534.0E-3,400.0E-3,1.596E-6,3.294E-9,15.34E-15,-2.542E-15,743.7E-3,68.55E-9
535.0E-3,400.0E-3,1.632E-6,3.371E-9,15.34E-15,-2.547E-15,743.7E-3,70.16E-9
536.0E-3,400.0E-3,1.668E-6,3.449E-9,15.34E-15,-2.552E-15,743.7E-3,71.81E-9
537.0E-3,400.0E-3,1.705E-6,3.529E-9,15.34E-15,-2.557E-15,743.7E-3,73.50E-9
538.0E-3,400.0E-3,1.744E-6,3.611E-9,15.34E-15,-2.562E-15,743.7E-3,75.22E-9
539.0E-3,400.0E-3,1.782E-6,3.695E-9,15.34E-15,-2.568E-15,743.7E-3,76.98E-9
540.0E-3,400.0E-3,1.822E-6,3.780E-9,15.34E-15,-2.573E-15,743.7E-3,78.79E-9
541.0E-3,400.0E-3,1.862E-6,3.867E-9,15.34E-15,-2.579E-15,743.7E-3,80.63E-9
542.0E-3,400.0E-3,1.904E-6,3.956E-9,15.35E-15,-2.585E-15,743.7E-3,82.51E-9
543.0E-3,400.0E-3,1.946E-6,4.047E-9,15.35E-15,-2.590E-15,743.7E-3,84.44E-9
544.0E-3,400.0E-3,1.989E-6,4.140E-9,15.35E-15,-2.596E-15,743.7E-3,86.40E-9
545.0E-3,400.0E-3,2.033E-6,4.235E-9,15.35E-15,-2.602E-15,743.7E-3,88.41E-9
546.0E-3,400.0E-3,2.077E-6,4.332E-9,15.35E-15,-2.608E-15,743.7E-3,90.47E-9
547.0E-3,400.0E-3,2.123E-6,4.431E-9,15.35E-15,-2.614E-15,743.7E-3,92.57E-9
548.0E-3,400.0E-3,2.170E-6,4.532E-9,15.35E-15,-2.620E-15,743.7E-3,94.71E-9
549.0E-3,400.0E-3,2.217E-6,4.636E-9,15.35E-15,-2.627E-15,743.7E-3,96.91E-9
550.0E-3,400.0E-3,2.266E-6,4.741E-9,15.36E-15,-2.633E-15,743.7E-3,99.15E-9
551.0E-3,400.0E-3,2.315E-6,4.849E-9,15.36E-15,-2.640E-15,743.7E-3,101.4E-9
552.0E-3,400.0E-3,2.365E-6,4.959E-9,15.36E-15,-2.646E-15,743.7E-3,103.8E-9
553.0E-3,400.0E-3,2.417E-6,5.071E-9,15.36E-15,-2.653E-15,743.7E-3,106.2E-9
554.0E-3,400.0E-3,2.469E-6,5.186E-9,15.36E-15,-2.660E-15,743.7E-3,108.6E-9
555.0E-3,400.0E-3,2.523E-6,5.303E-9,15.37E-15,-2.667E-15,743.7E-3,111.1E-9
556.0E-3,400.0E-3,2.577E-6,5.423E-9,15.37E-15,-2.674E-15,743.7E-3,113.7E-9
557.0E-3,400.0E-3,2.633E-6,5.545E-9,15.37E-15,-2.681E-15,743.7E-3,116.3E-9
558.0E-3,400.0E-3,2.689E-6,5.669E-9,15.37E-15,-2.688E-15,743.7E-3,118.9E-9
559.0E-3,400.0E-3,2.747E-6,5.796E-9,15.37E-15,-2.695E-15,743.7E-3,121.6E-9
560.0E-3,400.0E-3,2.806E-6,5.926E-9,15.38E-15,-2.703E-15,743.7E-3,124.4E-9
561.0E-3,400.0E-3,2.866E-6,6.059E-9,15.38E-15,-2.710E-15,743.7E-3,127.3E-9
562.0E-3,400.0E-3,2.927E-6,6.194E-9,15.38E-15,-2.718E-15,743.7E-3,130.2E-9
563.0E-3,400.0E-3,2.990E-6,6.332E-9,15.38E-15,-2.726E-15,743.7E-3,133.1E-9
564.0E-3,400.0E-3,3.053E-6,6.473E-9,15.39E-15,-2.734E-15,743.7E-3,136.1E-9
565.0E-3,400.0E-3,3.118E-6,6.617E-9,15.39E-15,-2.742E-15,743.7E-3,139.2E-9
566.0E-3,400.0E-3,3.184E-6,6.763E-9,15.39E-15,-2.750E-15,743.7E-3,142.4E-9
567.0E-3,400.0E-3,3.251E-6,6.913E-9,15.40E-15,-2.759E-15,743.7E-3,145.6E-9
568.0E-3,400.0E-3,3.320E-6,7.066E-9,15.40E-15,-2.767E-15,743.7E-3,148.9E-9
569.0E-3,400.0E-3,3.390E-6,7.221E-9,15.40E-15,-2.776E-15,743.7E-3,152.2E-9
570.0E-3,400.0E-3,3.461E-6,7.380E-9,15.41E-15,-2.785E-15,743.7E-3,155.7E-9
571.0E-3,400.0E-3,3.534E-6,7.543E-9,15.41E-15,-2.794E-15,743.7E-3,159.1E-9
572.0E-3,400.0E-3,3.608E-6,7.708E-9,15.41E-15,-2.803E-15,743.7E-3,162.7E-9
573.0E-3,400.0E-3,3.683E-6,7.877E-9,15.42E-15,-2.812E-15,743.7E-3,166.4E-9
574.0E-3,400.0E-3,3.759E-6,8.049E-9,15.42E-15,-2.821E-15,743.7E-3,170.1E-9
575.0E-3,400.0E-3,3.837E-6,8.224E-9,15.42E-15,-2.831E-15,743.7E-3,173.9E-9
576.0E-3,400.0E-3,3.917E-6,8.403E-9,15.43E-15,-2.840E-15,743.7E-3,177.8E-9
577.0E-3,400.0E-3,3.998E-6,8.586E-9,15.43E-15,-2.850E-15,743.7E-3,181.7E-9
578.0E-3,400.0E-3,4.080E-6,8.772E-9,15.44E-15,-2.860E-15,743.7E-3,185.8E-9
579.0E-3,400.0E-3,4.164E-6,8.962E-9,15.44E-15,-2.870E-15,743.7E-3,189.9E-9
580.0E-3,400.0E-3,4.250E-6,9.155E-9,15.44E-15,-2.880E-15,743.7E-3,194.1E-9
581.0E-3,400.0E-3,4.337E-6,9.353E-9,15.45E-15,-2.891E-15,743.7E-3,198.4E-9
582.0E-3,400.0E-3,4.425E-6,9.554E-9,15.45E-15,-2.901E-15,743.7E-3,202.8E-9
583.0E-3,400.0E-3,4.515E-6,9.759E-9,15.46E-15,-2.912E-15,743.7E-3,207.2E-9
584.0E-3,400.0E-3,4.607E-6,9.968E-9,15.46E-15,-2.923E-15,743.7E-3,211.8E-9
585.0E-3,400.0E-3,4.700E-6,10.18E-9,15.47E-15,-2.934E-15,743.7E-3,216.4E-9
586.0E-3,400.0E-3,4.795E-6,10.40E-9,15.47E-15,-2.945E-15,743.7E-3,221.2E-9
587.0E-3,400.0E-3,4.892E-6,10.62E-9,15.48E-15,-2.957E-15,743.7E-3,226.0E-9
588.0E-3,400.0E-3,4.990E-6,10.85E-9,15.48E-15,-2.968E-15,743.7E-3,231.0E-9
589.0E-3,400.0E-3,5.091E-6,11.08E-9,15.49E-15,-2.980E-15,743.7E-3,236.0E-9
590.0E-3,400.0E-3,5.192E-6,11.31E-9,15.50E-15,-2.992E-15,743.7E-3,241.2E-9
591.0E-3,400.0E-3,5.296E-6,11.55E-9,15.50E-15,-3.004E-15,743.7E-3,246.4E-9
592.0E-3,400.0E-3,5.401E-6,11.79E-9,15.51E-15,-3.016E-15,743.7E-3,251.8E-9
593.0E-3,400.0E-3,5.508E-6,12.04E-9,15.51E-15,-3.029E-15,743.7E-3,257.2E-9
594.0E-3,400.0E-3,5.617E-6,12.29E-9,15.52E-15,-3.042E-15,743.7E-3,262.8E-9
595.0E-3,400.0E-3,5.728E-6,12.55E-9,15.53E-15,-3.055E-15,743.7E-3,268.4E-9
596.0E-3,400.0E-3,5.841E-6,12.81E-9,15.53E-15,-3.068E-15,743.7E-3,274.2E-9
597.0E-3,400.0E-3,5.955E-6,13.08E-9,15.54E-15,-3.081E-15,743.7E-3,280.1E-9
598.0E-3,400.0E-3,6.071E-6,13.35E-9,15.55E-15,-3.094E-15,743.7E-3,286.1E-9
599.0E-3,400.0E-3,6.190E-6,13.63E-9,15.55E-15,-3.108E-15,743.7E-3,292.3E-9
600.0E-3,400.0E-3,6.310E-6,13.91E-9,15.56E-15,-3.122E-15,743.7E-3,298.5E-9
601.0E-3,400.0E-3,6.432E-6,14.20E-9,15.57E-15,-3.136E-15,743.7E-3,304.9E-9
602.0E-3,400.0E-3,6.556E-6,14.49E-9,15.57E-15,-3.151E-15,743.7E-3,311.4E-9
603.0E-3,400.0E-3,6.683E-6,14.79E-9,15.58E-15,-3.165E-15,743.7E-3,318.0E-9
604.0E-3,400.0E-3,6.811E-6,15.09E-9,15.59E-15,-3.180E-15,743.7E-3,324.7E-9
605.0E-3,400.0E-3,6.941E-6,15.40E-9,15.60E-15,-3.195E-15,743.7E-3,331.6E-9
606.0E-3,400.0E-3,7.073E-6,15.71E-9,15.61E-15,-3.210E-15,743.7E-3,338.6E-9
607.0E-3,400.0E-3,7.208E-6,16.03E-9,15.61E-15,-3.226E-15,743.7E-3,345.8E-9
608.0E-3,400.0E-3,7.344E-6,16.36E-9,15.62E-15,-3.241E-15,743.7E-3,353.0E-9
609.0E-3,400.0E-3,7.483E-6,16.69E-9,15.63E-15,-3.257E-15,743.7E-3,360.5E-9
610.0E-3,400.0E-3,7.624E-6,17.03E-9,15.64E-15,-3.273E-15,743.7E-3,368.0E-9
611.0E-3,400.0E-3,7.766E-6,17.37E-9,15.65E-15,-3.290E-15,743.7E-3,375.7E-9
612.0E-3,400.0E-3,7.912E-6,17.72E-9,15.66E-15,-3.306E-15,743.7E-3,383.5E-9
613.0E-3,400.0E-3,8.059E-6,18.08E-9,15.67E-15,-3.323E-15,743.7E-3,391.5E-9
614.0E-3,400.0E-3,8.208E-6,18.44E-9,15.68E-15,-3.340E-15,743.7E-3,399.7E-9
615.0E-3,400.0E-3,8.360E-6,18.81E-9,15.69E-15,-3.358E-15,743.7E-3,407.9E-9
616.0E-3,400.0E-3,8.514E-6,19.18E-9,15.70E-15,-3.375E-15,743.7E-3,416.4E-9
617.0E-3,400.0E-3,8.670E-6,19.56E-9,15.71E-15,-3.393E-15,743.7E-3,425.0E-9
618.0E-3,400.0E-3,8.829E-6,19.95E-9,15.72E-15,-3.411E-15,743.7E-3,433.7E-9
619.0E-3,400.0E-3,8.989E-6,20.35E-9,15.73E-15,-3.430E-15,743.7E-3,442.6E-9
620.0E-3,400.0E-3,9.152E-6,20.75E-9,15.74E-15,-3.448E-15,743.7E-3,451.7E-9
621.0E-3,400.0E-3,9.318E-6,21.16E-9,15.75E-15,-3.467E-15,743.7E-3,460.9E-9
622.0E-3,400.0E-3,9.486E-6,21.57E-9,15.76E-15,-3.487E-15,743.7E-3,470.3E-9
623.0E-3,400.0E-3,9.656E-6,21.99E-9,15.77E-15,-3.506E-15,743.7E-3,479.9E-9
624.0E-3,400.0E-3,9.828E-6,22.42E-9,15.78E-15,-3.526E-15,743.7E-3,489.7E-9
625.0E-3,400.0E-3,10.00E-6,22.86E-9,15.79E-15,-3.546E-15,743.7E-3,499.6E-9
626.0E-3,400.0E-3,10.18E-6,23.30E-9,15.80E-15,-3.566E-15,743.7E-3,509.7E-9
627.0E-3,400.0E-3,10.36E-6,23.75E-9,15.82E-15,-3.587E-15,743.7E-3,519.9E-9
628.0E-3,400.0E-3,10.54E-6,24.21E-9,15.83E-15,-3.608E-15,743.7E-3,530.4E-9
629.0E-3,400.0E-3,10.73E-6,24.68E-9,15.84E-15,-3.629E-15,743.7E-3,541.0E-9
630.0E-3,400.0E-3,10.91E-6,25.15E-9,15.85E-15,-3.650E-15,743.7E-3,551.8E-9
631.0E-3,400.0E-3,11.10E-6,25.64E-9,15.87E-15,-3.672E-15,743.7E-3,562.8E-9
632.0E-3,400.0E-3,11.30E-6,26.13E-9,15.88E-15,-3.694E-15,743.7E-3,574.0E-9
633.0E-3,400.0E-3,11.49E-6,26.62E-9,15.89E-15,-3.716E-15,743.7E-3,585.4E-9
634.0E-3,400.0E-3,11.69E-6,27.13E-9,15.91E-15,-3.739E-15,743.7E-3,597.0E-9
635.0E-3,400.0E-3,11.89E-6,27.64E-9,15.92E-15,-3.762E-15,743.7E-3,608.8E-9
636.0E-3,400.0E-3,12.09E-6,28.17E-9,15.93E-15,-3.785E-15,743.7E-3,620.8E-9
637.0E-3,400.0E-3,12.29E-6,28.70E-9,15.95E-15,-3.809E-15,743.7E-3,633.0E-9
638.0E-3,400.0E-3,12.50E-6,29.24E-9,15.96E-15,-3.833E-15,743.7E-3,645.4E-9
639.0E-3,400.0E-3,12.71E-6,29.78E-9,15.98E-15,-3.857E-15,743.7E-3,658.0E-9
640.0E-3,400.0E-3,12.92E-6,30.34E-9,15.99E-15,-3.882E-15,743.7E-3,670.8E-9
641.0E-3,400.0E-3,13.14E-6,30.91E-9,16.01E-15,-3.907E-15,743.7E-3,683.8E-9
642.0E-3,400.0E-3,13.35E-6,31.48E-9,16.02E-15,-3.932E-15,743.7E-3,697.1E-9
643.0E-3,400.0E-3,13.57E-6,32.06E-9,16.04E-15,-3.957E-15,743.7E-3,710.5E-9
644.0E-3,400.0E-3,13.79E-6,32.65E-9,16.05E-15,-3.983E-15,743.7E-3,724.2E-9
645.0E-3,400.0E-3,14.02E-6,33.26E-9,16.07E-15,-4.009E-15,743.7E-3,738.1E-9
646.0E-3,400.0E-3,14.25E-6,33.87E-9,16.08E-15,-4.036E-15,743.7E-3,752.3E-9
647.0E-3,400.0E-3,14.48E-6,34.49E-9,16.10E-15,-4.063E-15,743.7E-3,766.6E-9
648.0E-3,400.0E-3,14.71E-6,35.12E-9,16.12E-15,-4.090E-15,743.7E-3,781.2E-9
649.0E-3,400.0E-3,14.95E-6,35.75E-9,16.14E-15,-4.118E-15,743.7E-3,796.0E-9
650.0E-3,400.0E-3,15.18E-6,36.40E-9,16.15E-15,-4.146E-15,743.7E-3,811.1E-9
651.0E-3,400.0E-3,15.42E-6,37.06E-9,16.17E-15,-4.174E-15,743.7E-3,826.4E-9
652.0E-3,400.0E-3,15.67E-6,37.73E-9,16.19E-15,-4.203E-15,743.7E-3,841.9E-9
653.0E-3,400.0E-3,15.91E-6,38.41E-9,16.21E-15,-4.232E-15,743.7E-3,857.7E-9
654.0E-3,400.0E-3,16.16E-6,39.10E-9,16.22E-15,-4.261E-15,743.7E-3,873.8E-9
655.0E-3,400.0E-3,16.41E-6,39.80E-9,16.24E-15,-4.291E-15,743.7E-3,890.1E-9
656.0E-3,400.0E-3,16.67E-6,40.51E-9,16.26E-15,-4.321E-15,743.7E-3,906.6E-9
657.0E-3,400.0E-3,16.92E-6,41.23E-9,16.28E-15,-4.351E-15,743.7E-3,923.4E-9
658.0E-3,400.0E-3,17.18E-6,41.96E-9,16.30E-15,-4.382E-15,743.7E-3,940.4E-9
659.0E-3,400.0E-3,17.44E-6,42.70E-9,16.32E-15,-4.413E-15,743.7E-3,957.8E-9
660.0E-3,400.0E-3,17.71E-6,43.45E-9,16.34E-15,-4.445E-15,743.7E-3,975.3E-9
661.0E-3,400.0E-3,17.97E-6,44.21E-9,16.36E-15,-4.477E-15,743.7E-3,993.2E-9
662.0E-3,400.0E-3,18.24E-6,44.98E-9,16.38E-15,-4.509E-15,743.7E-3,1.011E-6
663.0E-3,400.0E-3,18.51E-6,45.77E-9,16.40E-15,-4.542E-15,743.7E-3,1.030E-6
664.0E-3,400.0E-3,18.79E-6,46.56E-9,16.42E-15,-4.575E-15,743.7E-3,1.048E-6
665.0E-3,400.0E-3,19.07E-6,47.37E-9,16.44E-15,-4.608E-15,743.7E-3,1.067E-6
666.0E-3,400.0E-3,19.35E-6,48.19E-9,16.46E-15,-4.642E-15,743.7E-3,1.086E-6
667.0E-3,400.0E-3,19.63E-6,49.02E-9,16.49E-15,-4.676E-15,743.7E-3,1.106E-6
668.0E-3,400.0E-3,19.91E-6,49.86E-9,16.51E-15,-4.711E-15,743.7E-3,1.126E-6
669.0E-3,400.0E-3,20.20E-6,50.72E-9,16.53E-15,-4.746E-15,743.7E-3,1.146E-6
670.0E-3,400.0E-3,20.49E-6,51.58E-9,16.55E-15,-4.781E-15,743.7E-3,1.166E-6
671.0E-3,400.0E-3,20.79E-6,52.46E-9,16.58E-15,-4.817E-15,743.7E-3,1.187E-6
672.0E-3,400.0E-3,21.08E-6,53.35E-9,16.60E-15,-4.853E-15,743.7E-3,1.208E-6
673.0E-3,400.0E-3,21.38E-6,54.25E-9,16.62E-15,-4.890E-15,743.7E-3,1.229E-6
674.0E-3,400.0E-3,21.68E-6,55.16E-9,16.65E-15,-4.926E-15,743.7E-3,1.250E-6
675.0E-3,400.0E-3,21.98E-6,56.09E-9,16.67E-15,-4.964E-15,743.7E-3,1.272E-6
676.0E-3,400.0E-3,22.29E-6,57.03E-9,16.70E-15,-5.002E-15,743.7E-3,1.294E-6
677.0E-3,400.0E-3,22.60E-6,57.98E-9,16.72E-15,-5.040E-15,743.7E-3,1.317E-6
678.0E-3,400.0E-3,22.91E-6,58.95E-9,16.75E-15,-5.078E-15,743.7E-3,1.340E-6
679.0E-3,400.0E-3,23.22E-6,59.92E-9,16.77E-15,-5.117E-15,743.7E-3,1.363E-6
680.0E-3,400.0E-3,23.54E-6,60.91E-9,16.80E-15,-5.157E-15,743.7E-3,1.386E-6
681.0E-3,400.0E-3,23.86E-6,61.92E-9,16.82E-15,-5.196E-15,743.7E-3,1.410E-6
682.0E-3,400.0E-3,24.18E-6,62.93E-9,16.85E-15,-5.236E-15,743.7E-3,1.434E-6
683.0E-3,400.0E-3,24.50E-6,63.96E-9,16.87E-15,-5.277E-15,743.7E-3,1.458E-6
684.0E-3,400.0E-3,24.83E-6,65.01E-9,16.90E-15,-5.318E-15,743.7E-3,1.483E-6
685.0E-3,400.0E-3,25.16E-6,66.06E-9,16.93E-15,-5.359E-15,743.7E-3,1.508E-6
686.0E-3,400.0E-3,25.49E-6,67.13E-9,16.96E-15,-5.401E-15,743.7E-3,1.533E-6
687.0E-3,400.0E-3,25.83E-6,68.22E-9,16.98E-15,-5.443E-15,743.7E-3,1.559E-6
688.0E-3,400.0E-3,26.16E-6,69.32E-9,17.01E-15,-5.486E-15,743.7E-3,1.585E-6
689.0E-3,400.0E-3,26.50E-6,70.43E-9,17.04E-15,-5.529E-15,743.7E-3,1.611E-6
690.0E-3,400.0E-3,26.84E-6,71.56E-9,17.07E-15,-5.572E-15,743.7E-3,1.638E-6
691.0E-3,400.0E-3,27.19E-6,72.70E-9,17.10E-15,-5.616E-15,743.7E-3,1.665E-6
692.0E-3,400.0E-3,27.54E-6,73.85E-9,17.13E-15,-5.660E-15,743.7E-3,1.692E-6
693.0E-3,400.0E-3,27.89E-6,75.03E-9,17.16E-15,-5.705E-15,743.7E-3,1.720E-6
694.0E-3,400.0E-3,28.24E-6,76.21E-9,17.19E-15,-5.750E-15,743.7E-3,1.748E-6
695.0E-3,400.0E-3,28.59E-6,77.41E-9,17.22E-15,-5.795E-15,743.7E-3,1.776E-6
696.0E-3,400.0E-3,28.95E-6,78.62E-9,17.25E-15,-5.841E-15,743.7E-3,1.805E-6
697.0E-3,400.0E-3,29.31E-6,79.85E-9,17.28E-15,-5.887E-15,743.7E-3,1.834E-6
698.0E-3,400.0E-3,29.67E-6,81.10E-9,17.31E-15,-5.934E-15,743.7E-3,1.864E-6
699.0E-3,400.0E-3,30.04E-6,82.36E-9,17.34E-15,-5.981E-15,743.7E-3,1.894E-6
700.0E-3,400.0E-3,30.40E-6,83.64E-9,17.37E-15,-6.028E-15,743.7E-3,1.924E-6
701.0E-3,400.0E-3,30.77E-6,84.93E-9,17.40E-15,-6.076E-15,743.7E-3,1.954E-6
702.0E-3,400.0E-3,31.15E-6,86.23E-9,17.43E-15,-6.124E-15,743.7E-3,1.985E-6
703.0E-3,400.0E-3,31.52E-6,87.56E-9,17.47E-15,-6.173E-15,743.7E-3,2.017E-6
704.0E-3,400.0E-3,31.90E-6,88.90E-9,17.50E-15,-6.222E-15,743.7E-3,2.048E-6
705.0E-3,400.0E-3,32.28E-6,90.25E-9,17.53E-15,-6.271E-15,743.7E-3,2.080E-6
706.0E-3,400.0E-3,32.66E-6,91.62E-9,17.56E-15,-6.321E-15,743.7E-3,2.113E-6
707.0E-3,400.0E-3,33.04E-6,93.01E-9,17.60E-15,-6.371E-15,743.7E-3,2.146E-6
708.0E-3,400.0E-3,33.43E-6,94.42E-9,17.63E-15,-6.422E-15,743.7E-3,2.179E-6
709.0E-3,400.0E-3,33.82E-6,95.84E-9,17.67E-15,-6.473E-15,743.7E-3,2.213E-6
710.0E-3,400.0E-3,34.21E-6,97.27E-9,17.70E-15,-6.524E-15,743.7E-3,2.247E-6
711.0E-3,400.0E-3,34.61E-6,98.73E-9,17.74E-15,-6.576E-15,743.7E-3,2.281E-6
712.0E-3,400.0E-3,35.01E-6,100.2E-9,17.77E-15,-6.628E-15,743.7E-3,2.316E-6
713.0E-3,400.0E-3,35.41E-6,101.7E-9,17.81E-15,-6.681E-15,743.7E-3,2.351E-6
714.0E-3,400.0E-3,35.81E-6,103.2E-9,17.84E-15,-6.734E-15,743.7E-3,2.387E-6
715.0E-3,400.0E-3,36.21E-6,104.7E-9,17.88E-15,-6.787E-15,743.7E-3,2.423E-6
716.0E-3,400.0E-3,36.62E-6,106.3E-9,17.91E-15,-6.841E-15,743.7E-3,2.459E-6
717.0E-3,400.0E-3,37.03E-6,107.8E-9,17.95E-15,-6.895E-15,743.7E-3,2.496E-6
718.0E-3,400.0E-3,37.44E-6,109.4E-9,17.99E-15,-6.949E-15,743.7E-3,2.533E-6
719.0E-3,400.0E-3,37.86E-6,111.0E-9,18.02E-15,-7.004E-15,743.7E-3,2.571E-6
720.0E-3,400.0E-3,38.27E-6,112.6E-9,18.06E-15,-7.059E-15,743.7E-3,2.609E-6
721.0E-3,400.0E-3,38.69E-6,114.2E-9,18.10E-15,-7.114E-15,743.7E-3,2.647E-6
722.0E-3,400.0E-3,39.12E-6,115.9E-9,18.13E-15,-7.170E-15,743.7E-3,2.686E-6
