vgs ,M0.m1:vds (V),M0.m1:gm (s),M0.m1:gds (s),M0.m1:cgg (F),M0.m1:cgs (F),M0.m1:vth (V),M0.m1:id (A)
235.0E-3,400.0E-3,966.8E-12,1.821E-12,16.04E-15,-2.162E-15,743.7E-3,37.42E-12
236.0E-3,400.0E-3,992.1E-12,1.869E-12,16.04E-15,-2.163E-15,743.7E-3,38.40E-12
237.0E-3,400.0E-3,1.018E-9,1.918E-12,16.04E-15,-2.163E-15,743.7E-3,39.40E-12
238.0E-3,400.0E-3,1.045E-9,1.968E-12,16.03E-15,-2.163E-15,743.7E-3,40.43E-12
239.0E-3,400.0E-3,1.072E-9,2.020E-12,16.03E-15,-2.163E-15,743.7E-3,41.49E-12
240.0E-3,400.0E-3,1.100E-9,2.073E-12,16.03E-15,-2.163E-15,743.7E-3,42.58E-12
241.0E-3,400.0E-3,1.129E-9,2.127E-12,16.02E-15,-2.163E-15,743.7E-3,43.69E-12
242.0E-3,400.0E-3,1.158E-9,2.183E-12,16.02E-15,-2.164E-15,743.7E-3,44.84E-12
243.0E-3,400.0E-3,1.188E-9,2.240E-12,16.02E-15,-2.164E-15,743.7E-3,46.01E-12
244.0E-3,400.0E-3,1.219E-9,2.298E-12,16.01E-15,-2.164E-15,743.7E-3,47.21E-12
245.0E-3,400.0E-3,1.251E-9,2.358E-12,16.01E-15,-2.164E-15,743.7E-3,48.45E-12
246.0E-3,400.0E-3,1.284E-9,2.420E-12,16.00E-15,-2.164E-15,743.7E-3,49.71E-12
247.0E-3,400.0E-3,1.317E-9,2.483E-12,16.00E-15,-2.164E-15,743.7E-3,51.01E-12
248.0E-3,400.0E-3,1.352E-9,2.548E-12,16.00E-15,-2.165E-15,743.7E-3,52.35E-12
249.0E-3,400.0E-3,1.387E-9,2.615E-12,15.99E-15,-2.165E-15,743.7E-3,53.72E-12
250.0E-3,400.0E-3,1.423E-9,2.683E-12,15.99E-15,-2.165E-15,743.7E-3,55.12E-12
251.0E-3,400.0E-3,1.460E-9,2.753E-12,15.99E-15,-2.165E-15,743.7E-3,56.56E-12
252.0E-3,400.0E-3,1.498E-9,2.825E-12,15.98E-15,-2.165E-15,743.7E-3,58.04E-12
253.0E-3,400.0E-3,1.537E-9,2.899E-12,15.98E-15,-2.166E-15,743.7E-3,59.56E-12
254.0E-3,400.0E-3,1.577E-9,2.975E-12,15.98E-15,-2.166E-15,743.7E-3,61.12E-12
255.0E-3,400.0E-3,1.619E-9,3.053E-12,15.97E-15,-2.166E-15,743.7E-3,62.72E-12
256.0E-3,400.0E-3,1.661E-9,3.133E-12,15.97E-15,-2.166E-15,743.7E-3,64.36E-12
257.0E-3,400.0E-3,1.704E-9,3.215E-12,15.97E-15,-2.166E-15,743.7E-3,66.04E-12
258.0E-3,400.0E-3,1.748E-9,3.299E-12,15.96E-15,-2.167E-15,743.7E-3,67.76E-12
259.0E-3,400.0E-3,1.794E-9,3.385E-12,15.96E-15,-2.167E-15,743.7E-3,69.54E-12
260.0E-3,400.0E-3,1.841E-9,3.473E-12,15.95E-15,-2.167E-15,743.7E-3,71.35E-12
261.0E-3,400.0E-3,1.889E-9,3.564E-12,15.95E-15,-2.167E-15,743.7E-3,73.22E-12
262.0E-3,400.0E-3,1.938E-9,3.657E-12,15.95E-15,-2.167E-15,743.7E-3,75.13E-12
263.0E-3,400.0E-3,1.989E-9,3.753E-12,15.94E-15,-2.168E-15,743.7E-3,77.09E-12
264.0E-3,400.0E-3,2.040E-9,3.851E-12,15.94E-15,-2.168E-15,743.7E-3,79.11E-12
265.0E-3,400.0E-3,2.093E-9,3.952E-12,15.94E-15,-2.168E-15,743.7E-3,81.18E-12
266.0E-3,400.0E-3,2.148E-9,4.055E-12,15.93E-15,-2.168E-15,743.7E-3,83.30E-12
267.0E-3,400.0E-3,2.204E-9,4.161E-12,15.93E-15,-2.169E-15,743.7E-3,85.47E-12
268.0E-3,400.0E-3,2.261E-9,4.269E-12,15.93E-15,-2.169E-15,743.7E-3,87.70E-12
269.0E-3,400.0E-3,2.320E-9,4.381E-12,15.92E-15,-2.169E-15,743.7E-3,89.99E-12
270.0E-3,400.0E-3,2.381E-9,4.495E-12,15.92E-15,-2.169E-15,743.7E-3,92.35E-12
271.0E-3,400.0E-3,2.443E-9,4.613E-12,15.92E-15,-2.170E-15,743.7E-3,94.76E-12
272.0E-3,400.0E-3,2.506E-9,4.733E-12,15.91E-15,-2.170E-15,743.7E-3,97.23E-12
273.0E-3,400.0E-3,2.572E-9,4.857E-12,15.91E-15,-2.170E-15,743.7E-3,99.77E-12
274.0E-3,400.0E-3,2.639E-9,4.984E-12,15.91E-15,-2.170E-15,743.7E-3,102.4E-12
275.0E-3,400.0E-3,2.707E-9,5.114E-12,15.90E-15,-2.171E-15,743.7E-3,105.0E-12
276.0E-3,400.0E-3,2.778E-9,5.247E-12,15.90E-15,-2.171E-15,743.7E-3,107.8E-12
277.0E-3,400.0E-3,2.850E-9,5.384E-12,15.90E-15,-2.171E-15,743.7E-3,110.6E-12
278.0E-3,400.0E-3,2.924E-9,5.525E-12,15.89E-15,-2.171E-15,743.7E-3,113.5E-12
279.0E-3,400.0E-3,3.000E-9,5.669E-12,15.89E-15,-2.172E-15,743.7E-3,116.5E-12
280.0E-3,400.0E-3,3.078E-9,5.817E-12,15.89E-15,-2.172E-15,743.7E-3,119.5E-12
281.0E-3,400.0E-3,3.158E-9,5.969E-12,15.88E-15,-2.172E-15,743.7E-3,122.6E-12
282.0E-3,400.0E-3,3.240E-9,6.124E-12,15.88E-15,-2.173E-15,743.7E-3,125.8E-12
283.0E-3,400.0E-3,3.325E-9,6.284E-12,15.88E-15,-2.173E-15,743.7E-3,129.1E-12
284.0E-3,400.0E-3,3.411E-9,6.448E-12,15.87E-15,-2.173E-15,743.7E-3,132.5E-12
285.0E-3,400.0E-3,3.500E-9,6.616E-12,15.87E-15,-2.173E-15,743.7E-3,135.9E-12
286.0E-3,400.0E-3,3.591E-9,6.789E-12,15.87E-15,-2.174E-15,743.7E-3,139.5E-12
287.0E-3,400.0E-3,3.684E-9,6.966E-12,15.86E-15,-2.174E-15,743.7E-3,143.1E-12
288.0E-3,400.0E-3,3.780E-9,7.148E-12,15.86E-15,-2.174E-15,743.7E-3,146.8E-12
289.0E-3,400.0E-3,3.878E-9,7.334E-12,15.86E-15,-2.175E-15,743.7E-3,150.7E-12
290.0E-3,400.0E-3,3.979E-9,7.525E-12,15.85E-15,-2.175E-15,743.7E-3,154.6E-12
291.0E-3,400.0E-3,4.082E-9,7.721E-12,15.85E-15,-2.175E-15,743.7E-3,158.6E-12
292.0E-3,400.0E-3,4.189E-9,7.923E-12,15.85E-15,-2.176E-15,743.7E-3,162.8E-12
293.0E-3,400.0E-3,4.297E-9,8.129E-12,15.84E-15,-2.176E-15,743.7E-3,167.0E-12
294.0E-3,400.0E-3,4.409E-9,8.341E-12,15.84E-15,-2.176E-15,743.7E-3,171.3E-12
295.0E-3,400.0E-3,4.524E-9,8.558E-12,15.84E-15,-2.177E-15,743.7E-3,175.8E-12
296.0E-3,400.0E-3,4.641E-9,8.781E-12,15.83E-15,-2.177E-15,743.7E-3,180.4E-12
297.0E-3,400.0E-3,4.761E-9,9.010E-12,15.83E-15,-2.177E-15,743.7E-3,185.1E-12
298.0E-3,400.0E-3,4.885E-9,9.245E-12,15.83E-15,-2.178E-15,743.7E-3,189.9E-12
299.0E-3,400.0E-3,5.012E-9,9.486E-12,15.82E-15,-2.178E-15,743.7E-3,194.9E-12
300.0E-3,400.0E-3,5.142E-9,9.733E-12,15.82E-15,-2.178E-15,743.7E-3,199.9E-12
301.0E-3,400.0E-3,5.275E-9,9.987E-12,15.82E-15,-2.179E-15,743.7E-3,205.2E-12
302.0E-3,400.0E-3,5.412E-9,10.25E-12,15.81E-15,-2.179E-15,743.7E-3,210.5E-12
303.0E-3,400.0E-3,5.553E-9,10.51E-12,15.81E-15,-2.179E-15,743.7E-3,216.0E-12
304.0E-3,400.0E-3,5.697E-9,10.79E-12,15.81E-15,-2.180E-15,743.7E-3,221.6E-12
305.0E-3,400.0E-3,5.845E-9,11.07E-12,15.80E-15,-2.180E-15,743.7E-3,227.4E-12
306.0E-3,400.0E-3,5.996E-9,11.36E-12,15.80E-15,-2.180E-15,743.7E-3,233.3E-12
307.0E-3,400.0E-3,6.152E-9,11.65E-12,15.80E-15,-2.181E-15,743.7E-3,239.4E-12
308.0E-3,400.0E-3,6.311E-9,11.96E-12,15.79E-15,-2.181E-15,743.7E-3,245.6E-12
309.0E-3,400.0E-3,6.475E-9,12.27E-12,15.79E-15,-2.182E-15,743.7E-3,252.0E-12
310.0E-3,400.0E-3,6.643E-9,12.59E-12,15.79E-15,-2.182E-15,743.7E-3,258.6E-12
311.0E-3,400.0E-3,6.815E-9,12.91E-12,15.79E-15,-2.182E-15,743.7E-3,265.3E-12
312.0E-3,400.0E-3,6.991E-9,13.25E-12,15.78E-15,-2.183E-15,743.7E-3,272.2E-12
313.0E-3,400.0E-3,7.173E-9,13.59E-12,15.78E-15,-2.183E-15,743.7E-3,279.3E-12
314.0E-3,400.0E-3,7.358E-9,13.95E-12,15.78E-15,-2.184E-15,743.7E-3,286.5E-12
315.0E-3,400.0E-3,7.549E-9,14.31E-12,15.77E-15,-2.184E-15,743.7E-3,294.0E-12
316.0E-3,400.0E-3,7.744E-9,14.68E-12,15.77E-15,-2.184E-15,743.7E-3,301.6E-12
317.0E-3,400.0E-3,7.945E-9,15.06E-12,15.77E-15,-2.185E-15,743.7E-3,309.5E-12
318.0E-3,400.0E-3,8.151E-9,15.46E-12,15.76E-15,-2.185E-15,743.7E-3,317.5E-12
319.0E-3,400.0E-3,8.362E-9,15.86E-12,15.76E-15,-2.186E-15,743.7E-3,325.8E-12
320.0E-3,400.0E-3,8.578E-9,16.27E-12,15.76E-15,-2.186E-15,743.7E-3,334.2E-12
321.0E-3,400.0E-3,8.800E-9,16.69E-12,15.75E-15,-2.187E-15,743.7E-3,342.9E-12
322.0E-3,400.0E-3,9.028E-9,17.13E-12,15.75E-15,-2.187E-15,743.7E-3,351.8E-12
323.0E-3,400.0E-3,9.261E-9,17.57E-12,15.75E-15,-2.187E-15,743.7E-3,361.0E-12
324.0E-3,400.0E-3,9.501E-9,18.03E-12,15.75E-15,-2.188E-15,743.7E-3,370.4E-12
325.0E-3,400.0E-3,9.746E-9,18.50E-12,15.74E-15,-2.188E-15,743.7E-3,380.0E-12
326.0E-3,400.0E-3,9.998E-9,18.98E-12,15.74E-15,-2.189E-15,743.7E-3,389.9E-12
327.0E-3,400.0E-3,10.26E-9,19.47E-12,15.74E-15,-2.189E-15,743.7E-3,400.0E-12
328.0E-3,400.0E-3,10.52E-9,19.98E-12,15.73E-15,-2.190E-15,743.7E-3,410.4E-12
329.0E-3,400.0E-3,10.79E-9,20.49E-12,15.73E-15,-2.190E-15,743.7E-3,421.0E-12
330.0E-3,400.0E-3,11.07E-9,21.03E-12,15.73E-15,-2.191E-15,743.7E-3,432.0E-12
331.0E-3,400.0E-3,11.36E-9,21.57E-12,15.72E-15,-2.191E-15,743.7E-3,443.2E-12
332.0E-3,400.0E-3,11.65E-9,22.13E-12,15.72E-15,-2.192E-15,743.7E-3,454.7E-12
333.0E-3,400.0E-3,11.95E-9,22.71E-12,15.72E-15,-2.192E-15,743.7E-3,466.5E-12
334.0E-3,400.0E-3,12.26E-9,23.30E-12,15.72E-15,-2.193E-15,743.7E-3,478.6E-12
335.0E-3,400.0E-3,12.58E-9,23.90E-12,15.71E-15,-2.193E-15,743.7E-3,491.0E-12
336.0E-3,400.0E-3,12.90E-9,24.52E-12,15.71E-15,-2.194E-15,743.7E-3,503.8E-12
337.0E-3,400.0E-3,13.24E-9,25.16E-12,15.71E-15,-2.194E-15,743.7E-3,516.8E-12
338.0E-3,400.0E-3,13.58E-9,25.81E-12,15.70E-15,-2.195E-15,743.7E-3,530.2E-12
339.0E-3,400.0E-3,13.93E-9,26.48E-12,15.70E-15,-2.195E-15,743.7E-3,544.0E-12
340.0E-3,400.0E-3,14.29E-9,27.17E-12,15.70E-15,-2.196E-15,743.7E-3,558.1E-12
341.0E-3,400.0E-3,14.66E-9,27.87E-12,15.69E-15,-2.196E-15,743.7E-3,572.6E-12
342.0E-3,400.0E-3,15.03E-9,28.59E-12,15.69E-15,-2.197E-15,743.7E-3,587.4E-12
343.0E-3,400.0E-3,15.42E-9,29.33E-12,15.69E-15,-2.197E-15,743.7E-3,602.6E-12
344.0E-3,400.0E-3,15.82E-9,30.09E-12,15.69E-15,-2.198E-15,743.7E-3,618.3E-12
345.0E-3,400.0E-3,16.23E-9,30.87E-12,15.68E-15,-2.198E-15,743.7E-3,634.3E-12
346.0E-3,400.0E-3,16.64E-9,31.67E-12,15.68E-15,-2.199E-15,743.7E-3,650.7E-12
347.0E-3,400.0E-3,17.07E-9,32.49E-12,15.68E-15,-2.200E-15,743.7E-3,667.6E-12
348.0E-3,400.0E-3,17.51E-9,33.33E-12,15.67E-15,-2.200E-15,743.7E-3,684.9E-12
349.0E-3,400.0E-3,17.96E-9,34.20E-12,15.67E-15,-2.201E-15,743.7E-3,702.6E-12
350.0E-3,400.0E-3,18.42E-9,35.08E-12,15.67E-15,-2.201E-15,743.7E-3,720.8E-12
351.0E-3,400.0E-3,18.90E-9,35.99E-12,15.67E-15,-2.202E-15,743.7E-3,739.4E-12
352.0E-3,400.0E-3,19.38E-9,36.92E-12,15.66E-15,-2.202E-15,743.7E-3,758.6E-12
353.0E-3,400.0E-3,19.88E-9,37.88E-12,15.66E-15,-2.203E-15,743.7E-3,778.2E-12
354.0E-3,400.0E-3,20.39E-9,38.86E-12,15.66E-15,-2.204E-15,743.7E-3,798.3E-12
355.0E-3,400.0E-3,20.92E-9,39.86E-12,15.65E-15,-2.204E-15,743.7E-3,819.0E-12
356.0E-3,400.0E-3,21.46E-9,40.89E-12,15.65E-15,-2.205E-15,743.7E-3,840.2E-12
357.0E-3,400.0E-3,22.01E-9,41.95E-12,15.65E-15,-2.205E-15,743.7E-3,861.9E-12
358.0E-3,400.0E-3,22.57E-9,43.04E-12,15.65E-15,-2.206E-15,743.7E-3,884.2E-12
359.0E-3,400.0E-3,23.15E-9,44.15E-12,15.64E-15,-2.207E-15,743.7E-3,907.1E-12
360.0E-3,400.0E-3,23.75E-9,45.29E-12,15.64E-15,-2.207E-15,743.7E-3,930.5E-12
361.0E-3,400.0E-3,24.36E-9,46.46E-12,15.64E-15,-2.208E-15,743.7E-3,954.6E-12
362.0E-3,400.0E-3,24.98E-9,47.66E-12,15.63E-15,-2.209E-15,743.7E-3,979.2E-12
363.0E-3,400.0E-3,25.62E-9,48.89E-12,15.63E-15,-2.209E-15,743.7E-3,1.005E-9
364.0E-3,400.0E-3,26.28E-9,50.15E-12,15.63E-15,-2.210E-15,743.7E-3,1.030E-9
365.0E-3,400.0E-3,26.95E-9,51.45E-12,15.63E-15,-2.211E-15,743.7E-3,1.057E-9
366.0E-3,400.0E-3,27.64E-9,52.78E-12,15.62E-15,-2.211E-15,743.7E-3,1.084E-9
367.0E-3,400.0E-3,28.35E-9,54.14E-12,15.62E-15,-2.212E-15,743.7E-3,1.112E-9
368.0E-3,400.0E-3,29.08E-9,55.54E-12,15.62E-15,-2.213E-15,743.7E-3,1.141E-9
369.0E-3,400.0E-3,29.82E-9,56.97E-12,15.62E-15,-2.213E-15,743.7E-3,1.171E-9
370.0E-3,400.0E-3,30.59E-9,58.44E-12,15.61E-15,-2.214E-15,743.7E-3,1.201E-9
371.0E-3,400.0E-3,31.37E-9,59.95E-12,15.61E-15,-2.215E-15,743.7E-3,1.232E-9
372.0E-3,400.0E-3,32.17E-9,61.49E-12,15.61E-15,-2.215E-15,743.7E-3,1.263E-9
373.0E-3,400.0E-3,32.99E-9,63.08E-12,15.60E-15,-2.216E-15,743.7E-3,1.296E-9
374.0E-3,400.0E-3,33.84E-9,64.70E-12,15.60E-15,-2.217E-15,743.7E-3,1.329E-9
375.0E-3,400.0E-3,34.70E-9,66.37E-12,15.60E-15,-2.218E-15,743.7E-3,1.364E-9
376.0E-3,400.0E-3,35.59E-9,68.08E-12,15.60E-15,-2.218E-15,743.7E-3,1.399E-9
377.0E-3,400.0E-3,36.50E-9,69.83E-12,15.59E-15,-2.219E-15,743.7E-3,1.435E-9
378.0E-3,400.0E-3,37.43E-9,71.63E-12,15.59E-15,-2.220E-15,743.7E-3,1.472E-9
379.0E-3,400.0E-3,38.39E-9,73.48E-12,15.59E-15,-2.221E-15,743.7E-3,1.510E-9
380.0E-3,400.0E-3,39.37E-9,75.37E-12,15.59E-15,-2.221E-15,743.7E-3,1.549E-9
381.0E-3,400.0E-3,40.37E-9,77.31E-12,15.58E-15,-2.222E-15,743.7E-3,1.589E-9
382.0E-3,400.0E-3,41.40E-9,79.30E-12,15.58E-15,-2.223E-15,743.7E-3,1.629E-9
383.0E-3,400.0E-3,42.46E-9,81.34E-12,15.58E-15,-2.224E-15,743.7E-3,1.671E-9
384.0E-3,400.0E-3,43.54E-9,83.43E-12,15.58E-15,-2.225E-15,743.7E-3,1.714E-9
385.0E-3,400.0E-3,44.65E-9,85.57E-12,15.57E-15,-2.225E-15,743.7E-3,1.758E-9
386.0E-3,400.0E-3,45.79E-9,87.77E-12,15.57E-15,-2.226E-15,743.7E-3,1.804E-9
387.0E-3,400.0E-3,46.95E-9,90.03E-12,15.57E-15,-2.227E-15,743.7E-3,1.850E-9
388.0E-3,400.0E-3,48.15E-9,92.34E-12,15.56E-15,-2.228E-15,743.7E-3,1.898E-9
389.0E-3,400.0E-3,49.37E-9,94.71E-12,15.56E-15,-2.229E-15,743.7E-3,1.946E-9
390.0E-3,400.0E-3,50.63E-9,97.14E-12,15.56E-15,-2.229E-15,743.7E-3,1.996E-9
391.0E-3,400.0E-3,51.92E-9,99.64E-12,15.56E-15,-2.230E-15,743.7E-3,2.048E-9
392.0E-3,400.0E-3,53.24E-9,102.2E-12,15.55E-15,-2.231E-15,743.7E-3,2.100E-9
393.0E-3,400.0E-3,54.59E-9,104.8E-12,15.55E-15,-2.232E-15,743.7E-3,2.154E-9
394.0E-3,400.0E-3,55.98E-9,107.5E-12,15.55E-15,-2.233E-15,743.7E-3,2.209E-9
395.0E-3,400.0E-3,57.40E-9,110.3E-12,15.55E-15,-2.234E-15,743.7E-3,2.266E-9
396.0E-3,400.0E-3,58.85E-9,113.1E-12,15.54E-15,-2.235E-15,743.7E-3,2.324E-9
397.0E-3,400.0E-3,60.35E-9,116.0E-12,15.54E-15,-2.236E-15,743.7E-3,2.384E-9
398.0E-3,400.0E-3,61.88E-9,119.0E-12,15.54E-15,-2.236E-15,743.7E-3,2.445E-9
399.0E-3,400.0E-3,63.45E-9,122.0E-12,15.54E-15,-2.237E-15,743.7E-3,2.508E-9
400.0E-3,400.0E-3,65.05E-9,125.1E-12,15.53E-15,-2.238E-15,743.7E-3,2.572E-9
401.0E-3,400.0E-3,66.70E-9,128.3E-12,15.53E-15,-2.239E-15,743.7E-3,2.638E-9
402.0E-3,400.0E-3,68.39E-9,131.6E-12,15.53E-15,-2.240E-15,743.7E-3,2.705E-9
403.0E-3,400.0E-3,70.12E-9,135.0E-12,15.53E-15,-2.241E-15,743.7E-3,2.774E-9
404.0E-3,400.0E-3,71.90E-9,138.4E-12,15.52E-15,-2.242E-15,743.7E-3,2.845E-9
405.0E-3,400.0E-3,73.71E-9,142.0E-12,15.52E-15,-2.243E-15,743.7E-3,2.918E-9
406.0E-3,400.0E-3,75.58E-9,145.6E-12,15.52E-15,-2.244E-15,743.7E-3,2.993E-9
407.0E-3,400.0E-3,77.49E-9,149.3E-12,15.52E-15,-2.245E-15,743.7E-3,3.069E-9
408.0E-3,400.0E-3,79.44E-9,153.1E-12,15.51E-15,-2.246E-15,743.7E-3,3.148E-9
409.0E-3,400.0E-3,81.45E-9,157.1E-12,15.51E-15,-2.247E-15,743.7E-3,3.228E-9
410.0E-3,400.0E-3,83.51E-9,161.1E-12,15.51E-15,-2.248E-15,743.7E-3,3.311E-9
411.0E-3,400.0E-3,85.61E-9,165.2E-12,15.51E-15,-2.249E-15,743.7E-3,3.395E-9
412.0E-3,400.0E-3,87.77E-9,169.4E-12,15.50E-15,-2.250E-15,743.7E-3,3.482E-9
413.0E-3,400.0E-3,89.98E-9,173.7E-12,15.50E-15,-2.251E-15,743.7E-3,3.571E-9
414.0E-3,400.0E-3,92.25E-9,178.1E-12,15.50E-15,-2.252E-15,743.7E-3,3.662E-9
415.0E-3,400.0E-3,94.57E-9,182.7E-12,15.50E-15,-2.253E-15,743.7E-3,3.755E-9
416.0E-3,400.0E-3,96.95E-9,187.3E-12,15.50E-15,-2.254E-15,743.7E-3,3.851E-9
417.0E-3,400.0E-3,99.39E-9,192.1E-12,15.49E-15,-2.255E-15,743.7E-3,3.949E-9
418.0E-3,400.0E-3,101.9E-9,197.0E-12,15.49E-15,-2.257E-15,743.7E-3,4.050E-9
419.0E-3,400.0E-3,104.4E-9,202.0E-12,15.49E-15,-2.258E-15,743.7E-3,4.153E-9
420.0E-3,400.0E-3,107.1E-9,207.1E-12,15.49E-15,-2.259E-15,743.7E-3,4.259E-9
421.0E-3,400.0E-3,109.8E-9,212.4E-12,15.48E-15,-2.260E-15,743.7E-3,4.367E-9
422.0E-3,400.0E-3,112.5E-9,217.8E-12,15.48E-15,-2.261E-15,743.7E-3,4.478E-9
423.0E-3,400.0E-3,115.3E-9,223.4E-12,15.48E-15,-2.262E-15,743.7E-3,4.592E-9
424.0E-3,400.0E-3,118.2E-9,229.0E-12,15.48E-15,-2.263E-15,743.7E-3,4.709E-9
425.0E-3,400.0E-3,121.2E-9,234.8E-12,15.47E-15,-2.265E-15,743.7E-3,4.829E-9
426.0E-3,400.0E-3,124.2E-9,240.8E-12,15.47E-15,-2.266E-15,743.7E-3,4.952E-9
427.0E-3,400.0E-3,127.3E-9,246.9E-12,15.47E-15,-2.267E-15,743.7E-3,5.077E-9
428.0E-3,400.0E-3,130.5E-9,253.2E-12,15.47E-15,-2.268E-15,743.7E-3,5.206E-9
429.0E-3,400.0E-3,133.8E-9,259.6E-12,15.47E-15,-2.269E-15,743.7E-3,5.338E-9
430.0E-3,400.0E-3,137.1E-9,266.2E-12,15.46E-15,-2.271E-15,743.7E-3,5.474E-9
431.0E-3,400.0E-3,140.5E-9,272.9E-12,15.46E-15,-2.272E-15,743.7E-3,5.613E-9
432.0E-3,400.0E-3,144.0E-9,279.8E-12,15.46E-15,-2.273E-15,743.7E-3,5.755E-9
433.0E-3,400.0E-3,147.6E-9,286.9E-12,15.46E-15,-2.274E-15,743.7E-3,5.901E-9
434.0E-3,400.0E-3,151.3E-9,294.2E-12,15.45E-15,-2.276E-15,743.7E-3,6.050E-9
435.0E-3,400.0E-3,155.1E-9,301.6E-12,15.45E-15,-2.277E-15,743.7E-3,6.203E-9
436.0E-3,400.0E-3,158.9E-9,309.2E-12,15.45E-15,-2.278E-15,743.7E-3,6.360E-9
437.0E-3,400.0E-3,162.9E-9,317.0E-12,15.45E-15,-2.280E-15,743.7E-3,6.521E-9
438.0E-3,400.0E-3,166.9E-9,325.0E-12,15.45E-15,-2.281E-15,743.7E-3,6.686E-9
439.0E-3,400.0E-3,171.1E-9,333.2E-12,15.44E-15,-2.283E-15,743.7E-3,6.855E-9
440.0E-3,400.0E-3,175.3E-9,341.7E-12,15.44E-15,-2.284E-15,743.7E-3,7.028E-9
441.0E-3,400.0E-3,179.7E-9,350.3E-12,15.44E-15,-2.285E-15,743.7E-3,7.206E-9
442.0E-3,400.0E-3,184.1E-9,359.1E-12,15.44E-15,-2.287E-15,743.7E-3,7.388E-9
443.0E-3,400.0E-3,188.7E-9,368.1E-12,15.43E-15,-2.288E-15,743.7E-3,7.574E-9
444.0E-3,400.0E-3,193.3E-9,377.4E-12,15.43E-15,-2.290E-15,743.7E-3,7.765E-9
445.0E-3,400.0E-3,198.1E-9,386.9E-12,15.43E-15,-2.291E-15,743.7E-3,7.961E-9
446.0E-3,400.0E-3,203.0E-9,396.6E-12,15.43E-15,-2.293E-15,743.7E-3,8.161E-9
447.0E-3,400.0E-3,208.0E-9,406.6E-12,15.43E-15,-2.294E-15,743.7E-3,8.367E-9
448.0E-3,400.0E-3,213.2E-9,416.8E-12,15.42E-15,-2.296E-15,743.7E-3,8.577E-9
449.0E-3,400.0E-3,218.4E-9,427.3E-12,15.42E-15,-2.297E-15,743.7E-3,8.793E-9
450.0E-3,400.0E-3,223.8E-9,438.0E-12,15.42E-15,-2.299E-15,743.7E-3,9.014E-9
451.0E-3,400.0E-3,229.3E-9,449.0E-12,15.42E-15,-2.300E-15,743.7E-3,9.241E-9
452.0E-3,400.0E-3,235.0E-9,460.3E-12,15.42E-15,-2.302E-15,743.7E-3,9.473E-9
453.0E-3,400.0E-3,240.8E-9,471.8E-12,15.41E-15,-2.304E-15,743.7E-3,9.711E-9
454.0E-3,400.0E-3,246.7E-9,483.6E-12,15.41E-15,-2.305E-15,743.7E-3,9.955E-9
455.0E-3,400.0E-3,252.7E-9,495.7E-12,15.41E-15,-2.307E-15,743.7E-3,10.20E-9
456.0E-3,400.0E-3,258.9E-9,508.1E-12,15.41E-15,-2.308E-15,743.7E-3,10.46E-9
457.0E-3,400.0E-3,265.3E-9,520.8E-12,15.41E-15,-2.310E-15,743.7E-3,10.72E-9
458.0E-3,400.0E-3,271.8E-9,533.9E-12,15.41E-15,-2.312E-15,743.7E-3,10.99E-9
459.0E-3,400.0E-3,278.4E-9,547.2E-12,15.40E-15,-2.314E-15,743.7E-3,11.27E-9
460.0E-3,400.0E-3,285.3E-9,560.8E-12,15.40E-15,-2.315E-15,743.7E-3,11.55E-9
461.0E-3,400.0E-3,292.2E-9,574.8E-12,15.40E-15,-2.317E-15,743.7E-3,11.84E-9
462.0E-3,400.0E-3,299.4E-9,589.2E-12,15.40E-15,-2.319E-15,743.7E-3,12.13E-9
463.0E-3,400.0E-3,306.7E-9,603.8E-12,15.40E-15,-2.321E-15,743.7E-3,12.44E-9
464.0E-3,400.0E-3,314.2E-9,618.9E-12,15.39E-15,-2.323E-15,743.7E-3,12.75E-9
465.0E-3,400.0E-3,321.8E-9,634.3E-12,15.39E-15,-2.324E-15,743.7E-3,13.06E-9
466.0E-3,400.0E-3,329.6E-9,650.0E-12,15.39E-15,-2.326E-15,743.7E-3,13.39E-9
467.0E-3,400.0E-3,337.7E-9,666.2E-12,15.39E-15,-2.328E-15,743.7E-3,13.72E-9
468.0E-3,400.0E-3,345.9E-9,682.7E-12,15.39E-15,-2.330E-15,743.7E-3,14.06E-9
469.0E-3,400.0E-3,354.3E-9,699.7E-12,15.39E-15,-2.332E-15,743.7E-3,14.41E-9
470.0E-3,400.0E-3,362.9E-9,717.0E-12,15.38E-15,-2.334E-15,743.7E-3,14.77E-9
471.0E-3,400.0E-3,371.7E-9,734.8E-12,15.38E-15,-2.336E-15,743.7E-3,15.14E-9
472.0E-3,400.0E-3,380.7E-9,753.0E-12,15.38E-15,-2.338E-15,743.7E-3,15.52E-9
473.0E-3,400.0E-3,389.9E-9,771.7E-12,15.38E-15,-2.340E-15,743.7E-3,15.90E-9
474.0E-3,400.0E-3,399.3E-9,790.7E-12,15.38E-15,-2.342E-15,743.7E-3,16.30E-9
475.0E-3,400.0E-3,408.9E-9,810.3E-12,15.38E-15,-2.345E-15,743.7E-3,16.70E-9
476.0E-3,400.0E-3,418.8E-9,830.3E-12,15.37E-15,-2.347E-15,743.7E-3,17.11E-9
477.0E-3,400.0E-3,428.9E-9,850.8E-12,15.37E-15,-2.349E-15,743.7E-3,17.54E-9
478.0E-3,400.0E-3,439.2E-9,871.8E-12,15.37E-15,-2.351E-15,743.7E-3,17.97E-9
